Scheme Name,Net Asset Value
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,12.1092
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,17.1026
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,37.8256
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,52.9806
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,36.3321
Nippon India Corporate Bond Fund - Growth Plan - Growth Option,50.8717
NIPPON INDIA CORPORATE BOND FUND - IDCW Option,16.2979
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.6271
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,11.9612
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,17.1025
PGIM India Corporate Bond Fund - Annual Dividend,10.3952
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,15.7637
PGIM India Corporate Bond Fund - Direct Plan - Growth,40.7694
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,15.1025
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,13.1196
PGIM India Corporate Bond Fund - Growth,37.1645
PGIM India Corporate Bond Fund - Monthly Dividend,13.0931
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,21.588
PGIM India Corporate Bond Fund - Quarterly Dividend,11.6235
PGIM India Premier Bond Fund - Annual Bonus,24.9334
PGIM India Premier Bond Fund - Bonus,15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus,13.5688
SBI Corporate Bond Fund - Direct Plan - Growth,13.5289
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.7699
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),13.1519
SBI Corporate Bond Fund - Regular Plan - Growth,13.2553
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),12.5105
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),12.8790
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.3933
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.9868
Sundaram Corporate Bond Fund Direct Plan - Growth,35.3227
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),16.0421
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),16.0081
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.7677
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.5750
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),15.9918
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),15.2013
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),17.3137
Sundaram Corporate Bond Fund Regular Plan- Growth,34.3243
Tata Corporate Bond Fund-Direct Plan-Growth,10.6705
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,10.6705
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,10.6705
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,10.6705
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,10.6705
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,10.6705
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,10.6705
Tata Corporate Bond Fund-Regular Plan-Growth,10.5719
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,10.5719
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,10.5719
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,10.5719
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,10.5719
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,10.5719
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,10.5719
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,1027.4766
TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,1027.634
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,1026.1496
TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW,1026.1537
Union Corporate Bond Fund - Direct Plan - Growth Option,13.2664
Union Corporate Bond Fund - Direct Plan - IDCW Option,13.2664
Union Corporate Bond Fund - Regular Plan - Growth Option,13.0554
Union Corporate Bond Fund - Regular Plan - IDCW Option,13.0554
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW,1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW,1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW,2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW,1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW,1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW,1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW,12.2829
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,12.5118
UTI Corporate Bond Fund - Direct Plan - Growth Option,14.1956
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,12.1298
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,12.4155
UTI Corporate Bond Fund - Regular Plan - Annual IDCW,12.0825
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,12.3114
UTI Corporate Bond Fund - Regular Plan - Growth Option,13.9814
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,11.8132
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,12.1576
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,12.1373
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,18.9924
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,18.9931
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,11.2727
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,17.6803
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,17.6584
Axis Credit Risk Fund - Direct Plan - Growth,20.0723
Axis Credit Risk Fund - Direct Plan - Monthly IDCW,10.1335
Axis Credit Risk Fund - Direct Plan - Weekly IDCW,10.3030
Axis Credit Risk Fund - Regular Plan - Growth,18.2407
Axis Credit Risk Fund - Regular Plan - Monthly IDCW,10.1175
Axis Credit Risk Fund - Regular Plan - Weekly IDCW,10.1761
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW,10.4517
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW,10.2260
BANDHAN Credit Risk Fund - Regular Plan Growth,14.2462
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW,10.3139
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW,11.0628
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW,10.4159
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW,10.2931
BANDHAN Credit Risk Fund-Direct Plan-Growth,15.1425
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW,11.0805
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW,10.5794
BANK OF INDIA Credit Risk  Fund - Direct Plan,10.9539
BANK OF INDIA Credit Risk Fund - Regular Plan,10.7691
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW,14.0016
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW,12.6146
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option,20.3678
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option,18.8143
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW,11.3526
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW,11.8332
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1,0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1,0
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1,0
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1,0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1,0
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1,0
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1,0
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1,0
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly,10.7716
DSP Credit Risk Fund - Direct Plan - Growth,37.3501
DSP Credit Risk Fund - Direct Plan - IDCW,11.7284
DSP Credit Risk Fund - Direct Plan - IDCW - Daily,10.2505
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly ,11.1461
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly,10.2713
DSP Credit Risk Fund - Regular Plan - IDCW,11.6705
DSP Credit Risk Fund - Regular Plan - IDCW - Daily,10.2505
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly,10.7135
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly ,11.0364
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly,10.2700
DSP Credit Risk Fund - Regular Plan -Growth,34.7679
Franklin India Credit Risk Fund - Direct - Growth,25.3656
Franklin India Credit Risk Fund - Direct - IDCW ,13.9012
Franklin India Credit Risk Fund - Growth,25.1371
Franklin India Credit Risk Fund - IDCW ,13.4798
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan,0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,0.2974
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,0.5869
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,0.5547
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW,0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW,0.3216
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW,0.0000
HDFC Credit Risk Debt Fund - Growth Option,20.5479
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,21.9187
HDFC Credit Risk Debt Fund - IDCW Option,18.9209
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,19.214
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,10.6766
HDFC Credit Risk Debt Fund - Quarterly IDCW Option,10.3521
HSBC Credit Risk Fund - Direct Annual IDCW,12.4140
HSBC Credit Risk Fund - Direct Growth,26.4671
HSBC Credit Risk Fund - Direct IDCW,11.0615
HSBC Credit Risk Fund - Regular Annual IDCW,11.7322
HSBC Credit Risk Fund - Regular Growth,24.8333
HSBC Credit Risk Fund - Regular IDCW,10.2808
HSBC Credit Risk Fund- Regular Plan - Bonus,24.4345
ICICI Prudential Credit Risk Fund - Annual IDCW,10.3035
ICICI Prudential Credit Risk Fund - Bonus,15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW,10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth,29.1143
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW,10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,11.6313
ICICI Prudential Credit Risk Fund - Direct Plan Bonus,14.6853
ICICI Prudential Credit Risk Fund - Growth,26.7918
ICICI Prudential Credit Risk Fund - Half Yearly IDCW,10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW,10.9852
IDBI Credit Risk Fund Annual IDCW - Direct Plan,13.3004
IDBI Credit Risk Fund Annual IDCW - Regular Plan,12.0461
IDBI Credit Risk Fund Growth Direct,17.3790
IDBI Credit Risk Fund Growth Regular,16.1080
IDBI Credit Risk Fund Quarterly IDCW - Direct Plan,11.8536
IDBI Credit Risk Fund Quarterly IDCW - Regular Plan,11.3978
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),1763.4145
Invesco India Credit Risk Fund - Direct Plan - Growth,1750.2793
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1212.1071
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),1610.5966
Invesco India Credit Risk Fund - Regular Plan - Growth,1611.1007
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),1183.2264
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,20.8604
Kotak Credit Risk Fund - Growth,25.1865
Kotak Credit Risk Fund - Growth - Direct,27.7733
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,10.9533
Nippon India Credit Risk Fund  - Growth Plan,29.4838
Nippon India Credit Risk Fund  - Institutional Growth Plan,30.7364
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan,31.9295
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,17.2875
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,13.5367
NIPPON INDIA CREDIT RISK FUND - IDCW Option,16.1740
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,12.9624
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),13.1370
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),19.2690
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,41.4060
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),12.8672
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,38.8769
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),17.5755
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option,0
UTI - Credit Risk Fund (Segregated - 17022020) - Direct Plan - Growth Option,2.6874
UTI - Credit Risk Fund (Segregated - 17022020) - Regular Plan - Growth Option,2.4018
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Annual IDCW,1.7437
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Flexi IDCW,1.7035
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Half-Yearly IDCW,1.7067
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Monthly IDCW,1.6036
UTI Credit Risk Fund ( Segregated - 17022020 ) - Direct Plan - Quarterly IDCW,1.8964
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Annual IDCW,1.6027
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Flexi IDCW,1.559
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Half-Yearly IDCW,1.6108
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Monthly IDCW,1.4422
UTI Credit Risk Fund ( Segregated - 17022020 ) - Regular Plan - Quarterly IDCW,1.706
UTI Credit Risk Fund  - Regular Plan - Growth Option,14.6566
UTI Credit Risk Fund - Direct Plan - Annual IDCW,10.5876
UTI Credit Risk Fund - Direct Plan - Flexi IDCW,10.3561
UTI Credit Risk Fund - Direct Plan - Growth Option,16.3161
